collection,word,translation,article,gender,plural,word_class,example,topic,source_page
tricolore-2-5th-edition,bouger,to move,,,,verb,,none,166
tricolore-2-5th-edition,bouillabaisse,fish stew (from Provence),la,,,noun,,food,166
tricolore-2-5th-edition,boulanger (boulangère),baker,un(e),,,noun,,profession,166
tricolore-2-5th-edition,boulangerie,baker's,une,,,noun,,profession,166
tricolore-2-5th-edition,boule de glace,a scoop of ice cream,une,,,noun,,none,166
tricolore-2-5th-edition,boum,party,une,,,noun,,hobby,166
tricolore-2-5th-edition,bouteille,bottle,une,,,noun,,none,166
tricolore-2-5th-edition,bouton,button,un,,,noun,,none,166
tricolore-2-5th-edition,boîte,"tin, box/disco, club",une,,,noun,,hobby,166
tricolore-2-5th-edition,branche,branch,une,,,noun,,none,166
tricolore-2-5th-edition,brancher,to plug (in),,,,verb,,none,166
tricolore-2-5th-edition,bras,arm,le,,,noun,,health,166
tricolore-2-5th-edition,"bras dessus, bras dessous",arm in arm,,,,phrase,,health,166
tricolore-2-5th-edition,brique de,a carton of,une,,,noun,,none,166
tricolore-2-5th-edition,brouillard,fog,le,,,noun,,weather,166
tricolore-2-5th-edition,brouiller,to blur,,,,verb,,none,166
tricolore-2-5th-edition,bruit,noise,un,,,noun,,none,166
tricolore-2-5th-edition,brun,brown,,,,adjective,,none,166
tricolore-2-5th-edition,Bruxelles,Brussels,,,,noun,,none,166
tricolore-2-5th-edition,Brésil,Brazil,le,,,noun,,none,166
tricolore-2-5th-edition,buffet,buffet,le,,,noun,,none,166
tricolore-2-5th-edition,bulle,speech bubble,une,,,noun,,none,166
tricolore-2-5th-edition,bureau,office,un,,,noun,,city-places,166
tricolore-2-5th-edition,but,goal,un,,,noun,,none,166
tricolore-2-5th-edition,bâtiment,building,un,,,noun,,none,166
tricolore-2-5th-edition,bâtonnet,(ice) lolly,un,,,noun,,none,166
tricolore-2-5th-edition,bébé,baby,un,,,noun,,family,166
tricolore-2-5th-edition,cabane,cabin,une,,,noun,,none,166
tricolore-2-5th-edition,cacher,to hide,,,,verb,,none,166
tricolore-2-5th-edition,cadeau,"gift, present",un,,,noun,,shopping,166
tricolore-2-5th-edition,café,café; coffee,un,,,noun,,restaurant,166
tricolore-2-5th-edition,café crème,white coffee,un,,,noun,,restaurant,166
tricolore-2-5th-edition,cahier,exercise book,un,,,noun,,school,166
tricolore-2-5th-edition,caisse,cash desk,la,,,noun,,shopping,166
tricolore-2-5th-edition,en automne,in autumn,,,,phrase,,time-dates,166
tricolore-2-5th-edition,en bateau,by boat,,,,phrase,,travel,166
tricolore-2-5th-edition,en bras de chemise,in shirt sleeves,,,,phrase,,shopping,166
tricolore-2-5th-edition,j'ai ... ans,I am ... years old,,,,phrase,,time-dates,166
tricolore-2-5th-edition,je m'appelle ...,my name is ...,,,,phrase,,personal-info,166
tricolore-2-5th-edition,le bouton Aide,help button (on website),,,,phrase,,communication,166
tricolore-2-5th-edition,marquer un but,to score a goal,,,,verb,,none,166
tricolore-2-5th-edition,un bureau de tabac,tobacconist's,,,,phrase,,none,166
tricolore-2-5th-edition,un bureau des renseignements,information office,,,,phrase,,city-places,166
tricolore-2-5th-edition,un match amical,friendly (game),,,,phrase,,hobby,166
tricolore-2-5th-edition,une boîte aux lettres,letterbox,,,,phrase,,none,166
tricolore-2-5th-edition,"à (au, à la, à l', aux)","in, at, to",,,,preposition,,none,166
tricolore-2-5th-edition,à bientôt,see you soon,,,,phrase,,time-dates,166
tricolore-2-5th-edition,à mon avis,in my opinion,,,,phrase,,none,166
tricolore-2-5th-edition,à voix basse,speaking quietly,,,,phrase,,none,166
tricolore-2-5th-edition,âgé,old,,,,adjective,,none,166
tricolore-2-5th-edition,ça,that,,,,other,,none,166
tricolore-2-5th-edition,ça dépend,it depends,,,,phrase,,none,166
tricolore-2-5th-edition,ça ne fait rien,it doesn't matter,,,,phrase,,none,166
tricolore-2-5th-edition,ça va?,all right?,,,,phrase,,none,166
tricolore-2-5th-edition,(bien) équipé,(well) equipped,,,,adjective,,none,168
tricolore-2-5th-edition,(à) droite,(on the) right,,,,phrase,,none,168
tricolore-2-5th-edition,au-dessus de,above,,,,phrase,,none,168
tricolore-2-5th-edition,dessus,on top,,,,adverb,,none,168
tricolore-2-5th-edition,destination,destination,une,,,noun,,none,168
tricolore-2-5th-edition,deux,two,,,,other,,none,168
tricolore-2-5th-edition,deuxième,second,,,,other,,none,168
tricolore-2-5th-edition,devant,in front of,,,,preposition,,none,168
tricolore-2-5th-edition,deviner,to guess,,,,verb,,none,168
tricolore-2-5th-edition,devoir,to have to,,,,verb,,none,168
tricolore-2-5th-edition,devoirs (m pl),homework,les,m pl,,noun,,school,168
tricolore-2-5th-edition,dictionnaire,dictionary,un,,,noun,,school,168
tricolore-2-5th-edition,difficile,difficult,,,,adjective,,none,168
tricolore-2-5th-edition,différent,different,,,,adjective,,none,168
tricolore-2-5th-edition,dimanche,Sunday,,,,noun,,time-dates,168
tricolore-2-5th-edition,dinde,turkey,la,,,noun,,food,168
tricolore-2-5th-edition,dinosaure,dinosaur,un,,,noun,,none,168
tricolore-2-5th-edition,dire,to say,,,,verb,,none,168
tricolore-2-5th-edition,directement,directly,,,,adverb,,none,168
tricolore-2-5th-edition,discothèque,disco(theque),une,,,noun,,hobby,168
tricolore-2-5th-edition,discussion,discussion,une,,,noun,,none,168
tricolore-2-5th-edition,discuter,"to talk about, to discuss",,,,verb,,none,168
tricolore-2-5th-edition,disparaître,to disappear,,,,verb,,none,168
tricolore-2-5th-edition,distinguer,"to distinguish, to make out",,,,verb,,none,168
tricolore-2-5th-edition,dix,ten,,,,other,,none,168
tricolore-2-5th-edition,doigt,finger,un,,,noun,,health,168
tricolore-2-5th-edition,doigt de pied,toe,un,,,noun,,health,168
tricolore-2-5th-edition,donc,"so, therefore",,,,other,,none,168
tricolore-2-5th-edition,donner,to give,,,,verb,,none,168
tricolore-2-5th-edition,donnez-moi ...,give me ...,,,,phrase,,none,168
tricolore-2-5th-edition,dont,"of which, whose",,,,other,,none,168
tricolore-2-5th-edition,dormir,to sleep,,,,verb,,none,168
tricolore-2-5th-edition,dossier,file,un,,,noun,,communication,168
tricolore-2-5th-edition,doucement,gently,,,,adverb,,none,168
tricolore-2-5th-edition,drapeau,flag,un,,,noun,,none,168
tricolore-2-5th-edition,dur,hard,,,,adjective,,none,168
tricolore-2-5th-edition,durer,to last,,,,verb,,none,168
tricolore-2-5th-edition,détail,detail,un,,,noun,,none,168
tricolore-2-5th-edition,détective,detective,un(e),,,noun,,profession,168
tricolore-2-5th-edition,détendre,to relax,,,,verb,,none,168
tricolore-2-5th-edition,détester,to hate,,,,verb,,none,168
tricolore-2-5th-edition,dîner,dinner,le,,,noun,,food,168
tricolore-2-5th-edition,dîner,to have dinner,,,,verb,,food,168
tricolore-2-5th-edition,e-mail,email,un,,,noun,,communication,168
tricolore-2-5th-edition,eau (f),water,l',f,,noun,,food,168
tricolore-2-5th-edition,effacer,"to erase, to delete",,,,verb,,none,168
tricolore-2-5th-edition,effet de serre (m),greenhouse effect,l',m,,noun,,none,168
tricolore-2-5th-edition,effet optique,visual effect,un,,,noun,,none,168
tricolore-2-5th-edition,effrayant,frightening,,,,adjective,,none,168
tricolore-2-5th-edition,emploi du temps,timetable,un,,,noun,,school,168
tricolore-2-5th-edition,en,in,,,,preposition,,none,168
tricolore-2-5th-edition,en Europe,in Europe,,,,phrase,,none,168
tricolore-2-5th-edition,en ville,in town,,,,phrase,,city-places,168
tricolore-2-5th-edition,en été,in summer,,,,phrase,,time-dates,168
tricolore-2-5th-edition,encore,"more, again",,,,adverb,,none,168
tricolore-2-5th-edition,endormir,"to fall asleep, to go to sleep",s',,,verb,,none,168
tricolore-2-5th-edition,enfant,child,un(e),,,noun,,family,168
tricolore-2-5th-edition,enlever,"to take away, to remove",,,,verb,,none,168
tricolore-2-5th-edition,ennemi(e),enemy,un(e),,,noun,,none,168
tricolore-2-5th-edition,ennuyer,to get bored,s',,,verb,,none,168
tricolore-2-5th-edition,ennuyeux (ennuyeuse),boring,,,,adjective,,none,168
tricolore-2-5th-edition,enrouler,to wind around,,,,verb,,weather,168
tricolore-2-5th-edition,ensemble,together,,,,adverb,,none,168
tricolore-2-5th-edition,ensuite,next,,,,adverb,,time-dates,168
tricolore-2-5th-edition,entendre,to hear,,,,verb,,none,168
tricolore-2-5th-edition,entier (entière),"entire, whole",,,,adjective,,none,168
tricolore-2-5th-edition,entraînement (m),training,l',m,,noun,,none,168
tricolore-2-5th-edition,entre,between,,,,preposition,,none,168
tricolore-2-5th-edition,entrer,to entre,,,,verb,,none,168
tricolore-2-5th-edition,entrée (f),entrance (ticket),une,f,,noun,,travel,168
tricolore-2-5th-edition,environ,about,,,,adverb,,none,168
tricolore-2-5th-edition,envoyer,to send,,,,verb,,none,168
tricolore-2-5th-edition,EPS (éducation physique et sportive) (f),PE,l',f,,noun,,none,168
tricolore-2-5th-edition,erreur,mistake,une,,,noun,,none,168
tricolore-2-5th-edition,escalier,staircase,un,,,noun,,home,168
tricolore-2-5th-edition,escargots (m pl),snails,des,m pl,,noun,,food,168
tricolore-2-5th-edition,espace (m),space,l',m,,noun,,none,168
tricolore-2-5th-edition,Espagne (f),Spain,l',f,,noun,,none,168
tricolore-2-5th-edition,espagnol,Spanish,,,,adjective,,none,168
tricolore-2-5th-edition,essai,"trial, a try",un,,,noun,,none,168
tricolore-2-5th-edition,essayer,to try,,,,verb,,none,168
tricolore-2-5th-edition,essentiel (essentielle),essential,,,,adjective,,none,168
tricolore-2-5th-edition,est,he/she is,il/elle,,,verb,,none,168
tricolore-2-5th-edition,est (m),east,l',m,,noun,,travel,168
tricolore-2-5th-edition,est-ce qu'il y a ...?,is/are there ...?,,,,phrase,,none,168
tricolore-2-5th-edition,est-ce que ...?,question form,,,,phrase,,none,168
tricolore-2-5th-edition,estragon,with tarragon,à l',,,phrase,,none,168
tricolore-2-5th-edition,et,and,,,,other,,none,168
tricolore-2-5th-edition,euro,euro,un,,,noun,,shopping,168
tricolore-2-5th-edition,Europe (f),Europe,l',f,,noun,,none,168
tricolore-2-5th-edition,européen (européenne),European,,,,adjective,,none,168
tricolore-2-5th-edition,examen,exam(ination),un,,,noun,,school,168
tricolore-2-5th-edition,excité,excited,,,,adjective,,none,168
tricolore-2-5th-edition,excursion,excursion,une,,,noun,,vacation,168
tricolore-2-5th-edition,exemple,for example,par,,,phrase,,none,168
tricolore-2-5th-edition,exercice,exercise,un,,,noun,,none,168
tricolore-2-5th-edition,exploser,to explode,,,,verb,,none,168
tricolore-2-5th-edition,exposition,exhibition,une,,,noun,,hobby,168
tricolore-2-5th-edition,extrait,extract,un,,,noun,,none,168
tricolore-2-5th-edition,extraordinaire,extraordinary,,,,adjective,,none,168
tricolore-2-5th-edition,il dort,"he is sleeping, he sleeps",,,,phrase,,none,168
tricolore-2-5th-edition,jouer aux échecs,to play chess,,,,verb,,hobby,168
tricolore-2-5th-edition,l'eau minérale,mineral water,,,,phrase,,food,168
tricolore-2-5th-edition,le dimanche,on Sundays,,,,phrase,,none,168
tricolore-2-5th-edition,par erreur,by mistake,,,,phrase,,none,168
tricolore-2-5th-edition,un escalier roulant,escalator,,,,phrase,,none,168
tricolore-2-5th-edition,échapper,to escape,s',,,verb,,none,168
tricolore-2-5th-edition,écharpe,scarf,une,,,noun,,shopping,168
tricolore-2-5th-edition,échecs (m pl),chess,les,m pl,,noun,,hobby,168
tricolore-2-5th-edition,éclair,eclair (type of cake),un,,,noun,,food,168
tricolore-2-5th-edition,école,school,une,,,noun,,school,168
tricolore-2-5th-edition,Écosse (f),Scotland,l',f,,noun,,none,168
tricolore-2-5th-edition,écouter,to listen to,,,,verb,,none,168
tricolore-2-5th-edition,écrire,to write,,,,verb,,none,168
tricolore-2-5th-edition,écrivain,writer,un,,,noun,,profession,168
tricolore-2-5th-edition,éducation physique (f),physical education,l',f,,noun,,school,168
tricolore-2-5th-edition,élève,"pupil, student",un(e),,,noun,,school,168
tricolore-2-5th-edition,élégant,"elegant, smart",,,,adjective,,none,168
tricolore-2-5th-edition,éléphant,elephant,un,,,noun,,none,168
tricolore-2-5th-edition,émission,"emission, radio/TV programme",une,,,noun,,none,168
tricolore-2-5th-edition,énergie (f),energy,l',f,,noun,,none,168
tricolore-2-5th-edition,épaule,shoulder,une,,,noun,,health,168
tricolore-2-5th-edition,épicerie,grocer's shop,une,,,noun,,profession,168
tricolore-2-5th-edition,épicier (épicière),grocer,un(e),,,noun,,profession,168
tricolore-2-5th-edition,équipe,team,une,,,noun,,none,168
tricolore-2-5th-edition,étage,"storey, floor",un,,,noun,,none,168
tricolore-2-5th-edition,étape,stage,une,,,noun,,none,168
tricolore-2-5th-edition,États-Unis (m pl),United States,les,m pl,,noun,,none,168
tricolore-2-5th-edition,étrange,strange,,,,adjective,,none,168
tricolore-2-5th-edition,étranger,abroad,à l',,,phrase,,travel,168
tricolore-2-5th-edition,étudiant(e),student,un(e),,,noun,,school,168
tricolore-2-5th-edition,été (m),summer,l',m,,noun,,time-dates,168
tricolore-2-5th-edition,évidemment,obviously,,,,adverb,,none,168
tricolore-2-5th-edition,événement,event,un,,,noun,,none,168
tricolore-2-5th-edition,être,to be,,,,verb,,none,168
tricolore-2-5th-edition,(pâté/gâteau) maison,made on the premises,,,,adjective,,food,169
tricolore-2-5th-edition,avoir lieu,to take place,,,,verb,,none,169
tricolore-2-5th-edition,chasse à l'intrus,find the odd one out,,,,phrase,,none,169
tricolore-2-5th-edition,de bonne heure,early,,,,phrase,,none,169
tricolore-2-5th-edition,faire du lèche-vitrines,to go window shopping,,,,phrase,,shopping,169
tricolore-2-5th-edition,grand-mère,grandmother,une,,,noun,,family,169
tricolore-2-5th-edition,grand-père,grandfather,un,,,noun,,family,169
tricolore-2-5th-edition,grands-parents (m pl),grandparents,les,m pl,,noun,,family,169
tricolore-2-5th-edition,gratuit,free,,,,adjective,,none,169
tricolore-2-5th-edition,grec (grecque),Greek,,,,adjective,,none,169
tricolore-2-5th-edition,grille,"grid, grill",une,,,noun,,none,169
tricolore-2-5th-edition,grimper,to climb,,,,verb,,none,169
tricolore-2-5th-edition,gris,grey,,,,adjective,,none,169
tricolore-2-5th-edition,gros(se),"big, fat",,,,adjective,,none,169
tricolore-2-5th-edition,grossir,"to get fat, to put on weight",,,,verb,,none,169
tricolore-2-5th-edition,groupe,group,un,,,noun,,none,169
tricolore-2-5th-edition,Grèce,Greece,la,,,noun,,none,169
tricolore-2-5th-edition,guichet,ticket office,un,,,noun,,travel,169
tricolore-2-5th-edition,guide,guide book,un,,,noun,,none,169
tricolore-2-5th-edition,guitare,guitar,une,,,noun,,hobby,169
tricolore-2-5th-edition,gymnase,gym(nasium),un,,,noun,,none,169
tricolore-2-5th-edition,gymnastique,gymnastics,la,,,noun,,hobby,169
tricolore-2-5th-edition,habiller,to get dressed,s',,,verb,,daily-routine,169
tricolore-2-5th-edition,habiter,to live in or at,,,,verb,,none,169
tricolore-2-5th-edition,habitude,usually,d',,,phrase,,daily-routine,169
tricolore-2-5th-edition,hand(ball),handball,le,,,noun,,health,169
tricolore-2-5th-edition,handicapé,"handicapped, disabled",,,,adjective,,none,169
tricolore-2-5th-edition,hanté,haunted,,,,adjective,,none,169
tricolore-2-5th-edition,haricots blancs (m pl),haricot beans,les,m pl,,noun,,none,169
tricolore-2-5th-edition,haricots verts (m pl),green beans,les,m pl,,noun,,none,169
tricolore-2-5th-edition,haut,top,un,,,noun,,none,169
tricolore-2-5th-edition,haut,"high, tall",,,,adjective,,none,169
tricolore-2-5th-edition,haut en bas,from top to bottom,de,,,phrase,,none,169
tricolore-2-5th-edition,haut les mains,hands up,,,,phrase,,health,169
tricolore-2-5th-edition,hauteur,height,la,,,noun,,none,169
tricolore-2-5th-edition,hectare,hectare,un,,,noun,,none,169
tricolore-2-5th-edition,heure,"time, hour",une,,,noun,,time-dates,169
tricolore-2-5th-edition,heure,on time,à l',,,phrase,,time-dates,169
tricolore-2-5th-edition,heureusement,fortunately,,,,adverb,,none,169
tricolore-2-5th-edition,hier,yesterday,,,,adverb,,time-dates,169
tricolore-2-5th-edition,hippopotame,hippopotamus,un,,,noun,,none,169
tricolore-2-5th-edition,histoire,story,une,,,noun,,none,169
tricolore-2-5th-edition,histoire (f),history,l',f,,noun,,none,169
tricolore-2-5th-edition,hiver,in winter,en,,,phrase,,time-dates,169
tricolore-2-5th-edition,hiver (m),winter,l',m,,noun,,time-dates,169
tricolore-2-5th-edition,hockey,hockey,le,,,noun,,none,169
tricolore-2-5th-edition,horaire,timetable,un,,,noun,,school,169
tricolore-2-5th-edition,horloge,clock,une,,,noun,,none,169
tricolore-2-5th-edition,hors-d'œuvre,"first course, hors-d'œuvre",un,,,noun,,restaurant,169
tricolore-2-5th-edition,hospitalité (f),hospitality,l',f,,noun,,none,169
tricolore-2-5th-edition,hot-dog,hot dog,un,,,noun,,weather,169
tricolore-2-5th-edition,humain,human,,,,adjective,,none,169
tricolore-2-5th-edition,huîtres (f pl),oysters,des,f pl,,noun,,food,169
tricolore-2-5th-edition,hâché,minced,,,,adjective,,none,169
tricolore-2-5th-edition,hélicoptère,helicopter,un,,,noun,,none,169
tricolore-2-5th-edition,hérisson,hedgehog,un,,,noun,,none,169
tricolore-2-5th-edition,hôpital,hospital,un,,,noun,,health,169
tricolore-2-5th-edition,hôtel,hotel,un,,,noun,,none,169
tricolore-2-5th-edition,ici,here,,,,adverb,,none,169
tricolore-2-5th-edition,identifier,to identify,,,,verb,,none,169
tricolore-2-5th-edition,identique,identical,,,,adjective,,none,169
tricolore-2-5th-edition,idéal,ideal,,,,adjective,,none,169
tricolore-2-5th-edition,idée,idea,une,,,noun,,none,169
tricolore-2-5th-edition,il a mal au dos,he has backache,,,,phrase,,health,169
tricolore-2-5th-edition,il y a,"there is, there are",,,,phrase,,none,169
tricolore-2-5th-edition,image,picture,une,,,noun,,none,169
tricolore-2-5th-edition,immédiatement,immediately,,,,adverb,,none,169
tricolore-2-5th-edition,impatience,impatiently,avec,,,phrase,,none,169
tricolore-2-5th-edition,imper(méable),raincoat,un,,,noun,,none,169
tricolore-2-5th-edition,important,important,,,,adjective,,none,169
tricolore-2-5th-edition,impossible,impossible,,,,adjective,,none,169
tricolore-2-5th-edition,imprimante,printer,une,,,noun,,communication,169
tricolore-2-5th-edition,imprimer,to print,,,,verb,,none,169
tricolore-2-5th-edition,inconvénient,disadvantage,un,,,noun,,none,169
tricolore-2-5th-edition,indice,clue,une,,,noun,,none,169
tricolore-2-5th-edition,indisponible,unavailable,,,,adjective,,none,169
tricolore-2-5th-edition,infirmier (infirmière),nurse,un(e),,,noun,,profession,169
tricolore-2-5th-edition,informatique (f),"computing, information technology",l',f,,noun,,none,169
tricolore-2-5th-edition,ingrédients (m pl),ingredients,les,m pl,,noun,,none,169
tricolore-2-5th-edition,inhalateur,inhaler,un,,,noun,,health,169
tricolore-2-5th-edition,inquiéter,to be worried,s',,,verb,,none,169
tricolore-2-5th-edition,inscrire (dans),"to register, to enrol (in)",s',,,verb,,none,169
tricolore-2-5th-edition,installer,to settle,s',,,verb,,none,169
tricolore-2-5th-edition,instruction civique (f),citizenship,l',f,,noun,,school,169
tricolore-2-5th-edition,instruction religieuse (f),religious education,l',f,,noun,,school,169
tricolore-2-5th-edition,instrument (de musique),musical instrument,un,,,noun,,none,169
tricolore-2-5th-edition,internat,boarding school,un,,,noun,,school,169
tricolore-2-5th-edition,Internet (m),internet,l',m,,noun,,communication,169
tricolore-2-5th-edition,interview,interview,une,,,noun,,none,169
tricolore-2-5th-edition,intrus (m),intruder,l',m,,noun,,none,169
tricolore-2-5th-edition,intéressant,interesting,,,,adjective,,none,169
tricolore-2-5th-edition,intéresser à,to be interested in,s',,,verb,,none,169
tricolore-2-5th-edition,intérieur,inside,à l',,,phrase,,none,169
tricolore-2-5th-edition,inventeur,inventor,un,,,noun,,profession,169
tricolore-2-5th-edition,invention,invention,une,,,noun,,none,169
tricolore-2-5th-edition,invitation,invitation,une,,,noun,,none,169
tricolore-2-5th-edition,invité(e),guest,un(e),,,noun,,none,169
tricolore-2-5th-edition,irlandais,Irish,,,,adjective,,none,169
tricolore-2-5th-edition,Irlande (du Nord) (f),Ireland (Northern),l',f,,noun,,none,169
tricolore-2-5th-edition,Italie (f),Italy,l',f,,noun,,none,169
tricolore-2-5th-edition,italien (italienne),Italian,,,,adjective,,none,169
tricolore-2-5th-edition,itinéraire,itinerary,une,,,noun,,none,169
tricolore-2-5th-edition,j'ai mal au ventre,I have stomach ache,,,,phrase,,health,169
tricolore-2-5th-edition,j'ai mal à la gorge,I have a sore throat,,,,phrase,,health,169
tricolore-2-5th-edition,jamais,never,ne ...,,,adverb,,none,169
tricolore-2-5th-edition,jambe,leg,une,,,noun,,health,169
tricolore-2-5th-edition,jambon,ham,le,,,noun,,food,169
tricolore-2-5th-edition,jardin,garden,un,,,noun,,home,169
tricolore-2-5th-edition,jardin botanique,botanical garden,le,,,noun,,home,169
tricolore-2-5th-edition,jaune,yellow,,,,adjective,,none,169
tricolore-2-5th-edition,jean,pair of jeans,un,,,noun,,shopping,169
tricolore-2-5th-edition,jetable,disposable,,,,adjective,,none,169
tricolore-2-5th-edition,jeter,to throw,,,,verb,,none,169
tricolore-2-5th-edition,jeu (pl jeux),game,un,,jeux,noun,,hobby,169
tricolore-2-5th-edition,jeu vidéo,computer game,un,,,noun,,hobby,169
tricolore-2-5th-edition,jeudi,Thursday,,,,noun,,time-dates,169
tricolore-2-5th-edition,jeudi,on Thursdays,le,,,noun,,none,169
tricolore-2-5th-edition,jeune,young,,,,adjective,,none,169
tricolore-2-5th-edition,jogging,"jogging trousers, tracksuit",un,,,noun,,shopping,169
tricolore-2-5th-edition,joli,pretty,,,,adjective,,none,169
tricolore-2-5th-edition,jouer,to play,,,,verb,,none,169
tricolore-2-5th-edition,joueur (joueuse),player,un(e),,,noun,,none,169
tricolore-2-5th-edition,jour,day,un,,,noun,,time-dates,169
tricolore-2-5th-edition,jour de fête,"fun day, festival",,,,phrase,,hobby,169
tricolore-2-5th-edition,jour férié,public holiday,,,,phrase,,vacation,169
tricolore-2-5th-edition,journal (pl journaux),newspaper,un,,journaux,noun,,none,169
tricolore-2-5th-edition,journée,day,une,,,noun,,time-dates,169
tricolore-2-5th-edition,judo,judo,le,,,noun,,none,169
tricolore-2-5th-edition,juillet,July,,,,noun,,time-dates,169
tricolore-2-5th-edition,juin,June,,,,noun,,time-dates,169
tricolore-2-5th-edition,jumeaux (jumelles),twins,des,,,noun,,family,169
tricolore-2-5th-edition,jumelles (f pl),binoculars,des,f pl,,noun,,none,169
tricolore-2-5th-edition,jungle,jungle,un,,,noun,,none,169
tricolore-2-5th-edition,jupe,skirt,une,,,noun,,shopping,169
tricolore-2-5th-edition,jus de fruit,fruit juice,un,,,noun,,food,169
tricolore-2-5th-edition,jusqu'à,"until, as far as",,,,preposition,,none,169
tricolore-2-5th-edition,kayak,canoe,un,,,noun,,none,169
tricolore-2-5th-edition,ketchup,tomato ketchup,le,,,noun,,food,169
tricolore-2-5th-edition,kilo,kilo(gram),un,,,noun,,none,169
tricolore-2-5th-edition,kiosque,kiosk,un,,,noun,,none,169
tricolore-2-5th-edition,kiwi,kiwi fruit,un,,,noun,,food,169
tricolore-2-5th-edition,klaxonner,to sound the horn,,,,verb,,none,169
tricolore-2-5th-edition,laboratoire,laboratory,un,,,noun,,none,169
tricolore-2-5th-edition,lac,lake,un,,,noun,,none,169
tricolore-2-5th-edition,laisser,to leave,,,,verb,,none,169
tricolore-2-5th-edition,laisser tomber,to drop,,,,verb,,none,169
tricolore-2-5th-edition,lait,milk,le,,,noun,,food,169
tricolore-2-5th-edition,langue,"language, tongue",une,,,noun,,none,169
tricolore-2-5th-edition,langues vivantes,modern languages,les,,,noun,,none,169
tricolore-2-5th-edition,lapin,rabbit,un,,,noun,,none,169
tricolore-2-5th-edition,latin,Latin,le,,,noun,,none,169
tricolore-2-5th-edition,laver,to wash,,,,verb,,daily-routine,169
tricolore-2-5th-edition,lecteur (MP3/DVD),(MP3/DVD) player,un,,,noun,,none,169
tricolore-2-5th-edition,lecture,reading,la,,,noun,,hobby,169
tricolore-2-5th-edition,lentement,slowly,,,,adverb,,none,169
tricolore-2-5th-edition,lettre,letter,une,,,noun,,communication,169
tricolore-2-5th-edition,lever,to get up,se,,,verb,,daily-routine,169
tricolore-2-5th-edition,librairie,bookshop,une,,,noun,,none,169
tricolore-2-5th-edition,libre,free,,,,adjective,,none,169
tricolore-2-5th-edition,lien,link,un,,,noun,,communication,169
tricolore-2-5th-edition,lieu,place,un,,,noun,,none,169
tricolore-2-5th-edition,limonade,lemonade,la,,,noun,,food,169
tricolore-2-5th-edition,lion,lion,un,,,noun,,none,169
tricolore-2-5th-edition,lire,to read,,,,verb,,none,169
tricolore-2-5th-edition,liseuse,an e-reader,une,,,noun,,none,169
tricolore-2-5th-edition,lit,bed,un,,,noun,,home,169
tricolore-2-5th-edition,litre,litre,un,,,noun,,none,169
tricolore-2-5th-edition,livre,book,un,,,noun,,none,169
tricolore-2-5th-edition,livre,"pound (sterling), pound (weight)",une,,,noun,,none,169
tricolore-2-5th-edition,location,hiring,la,,,noun,,none,169
tricolore-2-5th-edition,loger,to stay/live with,,,,verb,,none,169
tricolore-2-5th-edition,logique,logic,la,,,noun,,none,169
tricolore-2-5th-edition,logo,logo,un,,,noun,,communication,169
tricolore-2-5th-edition,loin,"a long way, far",,,,adverb,,none,169
tricolore-2-5th-edition,long (longue),long,,,,adjective,,none,169
tricolore-2-5th-edition,longtemps,(for) a long time,,,,adverb,,time-dates,169
tricolore-2-5th-edition,loterie,lottery,la,,,noun,,none,169
tricolore-2-5th-edition,loupe,magnifying glass,la,,,noun,,none,169
tricolore-2-5th-edition,lourd,heavy,,,,adjective,,none,169
tricolore-2-5th-edition,lumière,light,la,,,noun,,none,169
tricolore-2-5th-edition,lundi,Monday,,,,noun,,time-dates,169
tricolore-2-5th-edition,lundi,on Mondays,le,,,noun,,none,169
tricolore-2-5th-edition,lunettes (f pl),glasses,les,f pl,,noun,,none,169
tricolore-2-5th-edition,lunettes de soleil,sunglasses,les,,,noun,,none,169
tricolore-2-5th-edition,lycée,high school (for study up to university entrance),un,,,noun,,school,169
tricolore-2-5th-edition,là-bas,over there,,,,adverb,,none,169
tricolore-2-5th-edition,légume,vegetable,un,,,noun,,food,169
tricolore-2-5th-edition,macaronis (m pl),macaroni,les,m pl,,noun,,food,169
tricolore-2-5th-edition,machine,machine,une,,,noun,,none,169
tricolore-2-5th-edition,madame,"Mrs, madam",,,,noun,,none,169
tricolore-2-5th-edition,magasin,shop,un,,,noun,,shopping,169
tricolore-2-5th-edition,magazine,magazine,un,,,noun,,none,169
tricolore-2-5th-edition,magazine d'informatique,computer magazine,un,,,noun,,communication,169
tricolore-2-5th-edition,magnifique,magnificent,,,,adjective,,none,169
tricolore-2-5th-edition,maigrir,to lose weight,,,,verb,,none,169
tricolore-2-5th-edition,maillot,"jersey, shirt",un,,,noun,,shopping,169
tricolore-2-5th-edition,maillot de bain,swimming costume,,,,phrase,,hobby,169
tricolore-2-5th-edition,maintenant,now,,,,adverb,,time-dates,169
tricolore-2-5th-edition,mais,but,,,,other,,none,169
tricolore-2-5th-edition,maison,house,une,,,noun,,home,169
tricolore-2-5th-edition,maison,at home,à la,,,phrase,,none,169
tricolore-2-5th-edition,maison des jeunes,youth centre,une,,,noun,,none,169
tricolore-2-5th-edition,mal,badly,,,,adverb,,none,169
tricolore-2-5th-edition,malade,ill,,,,adjective,,health,169
tricolore-2-5th-edition,malheur,misfortune,le,,,noun,,none,169
tricolore-2-5th-edition,malheureusement,unfortunately,,,,adverb,,none,169
