collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
netzwerk-a1-kursbuch,reading,Übung 12b,12b-3,matching,"Tipp 3 (Hühnersuppe, die Nase ist sofort wieder frei)",,,,MimiWe,A1,health,096
netzwerk-a1-kursbuch,writing,Übung 12c,12c,writing-task,Was hilft? Beschreiben Sie ein Problem wie in 12b. Hängen Sie die Zettel auf und schreiben Sie Tipps dazu.,,,,(open-ended),A1,health,096
netzwerk-a1-kursbuch,vocabulary,Übung 13a,13a-1,matching,Lesen Sie die Aussagen und markieren Sie die Berufe. Schreiben Sie die Berufe zu den Fotos. – Foto 1 (Pfleger hinter Frau im Rollstuhl),,,,Krankenpfleger (C),A1,health,097
netzwerk-a1-kursbuch,vocabulary,Übung 13a,13a-2,matching,"Foto 2 (Frau mit Handschuhen und Brille, Reagenzglas, Blutproben)",,,,Laborantin (D),A1,health,097
netzwerk-a1-kursbuch,vocabulary,Übung 13a,13a-3,matching,"Foto 3 (Rettungskräfte versorgen eine Person, Rettungswagen)",,,,Notarzt (A),A1,health,097
netzwerk-a1-kursbuch,vocabulary,Übung 13a,13a-4,matching,Foto 4 (Frau in blauer Kleidung kümmert sich um einen liegenden Mann),,,,Physiotherapeutin (B),A1,health,097
netzwerk-a1-kursbuch,vocabulary,Übung 13b,13b,short-answer,Wörter verstehen. Lesen Sie die Strategien und Beispiele. Ergänzen Sie eigene Beispiele.,,,,(open-ended),A1,health,097
netzwerk-a1-kursbuch,speaking,Übung 13c,13c,speaking-task,Im Krankenhaus. Arbeiten Sie zu zweit und sammeln Sie Wörter aus 13a. Recherchieren Sie weitere wichtige Wörter und Ausdrücke und machen Sie ein Plakat.,,,,(open-ended),A1,health,097
netzwerk-a1-kursbuch,speaking,Übung 14a,14a,speaking-task,Aua! Sehen Sie die Fotos an. Vermuten Sie: Was ist Lucas Problem? Was macht Max? Sprechen Sie zu zweit.,,,,(open-ended),A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-1,matching,"Was denken Sie? Wer sagt was? Notieren Sie Luca oder Max. – Ja, gerne! Da unten ist eine Schokolade!",Luca,Max,,,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-2,matching,Arghhhhhh!,Luca,Max,,Luca,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-3,matching,Komm!,Luca,Max,,,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-4,matching,Was ist denn mit dir los?,Luca,Max,,Max,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-5,matching,Kann ich dir helfen?,Luca,Max,,Max,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-6,matching,Luca?,Luca,Max,,Max,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-7,matching,"Aua, mein Rücken tut so weh!",Luca,Max,,Luca,A1,health,098
netzwerk-a1-kursbuch,,Übung 14b,14b-8,matching,"Hallo Max, alles klar?",Luca,Max,,Luca,A1,health,098
netzwerk-a1-kursbuch,listening,Übung 14c,14c,ordering,Sehen Sie nun Szene 18 und ordnen Sie den Dialog.,,,,,A1,health,098
netzwerk-a1-kursbuch,speaking,Übung 15a,15a,speaking-task,Hol bitte …! Sehen Sie Szene 19. Was möchte Luca haben? Was müssen Max und Anna holen? Was muss Bea machen? Sprechen Sie zu zweit.,,,,(open-ended),A1,health,098
netzwerk-a1-kursbuch,,Übung 15b,15b,short-answer,"Sehen Sie die Szene noch einmal. Was hat Luca gesagt? Notieren Sie die Aufforderungen (A, B, C).",,,,,A1,health,098
netzwerk-a1-kursbuch,,Übung 16a,16a-1,multiple-choice,Der arme Luca. Sehen Sie Szene 20. Was ist richtig? Kreuzen Sie an. – Die Freunde möchten Luca …,weiter helfen,nicht mehr helfen,,,A1,health,098
netzwerk-a1-kursbuch,,Übung 16a,16a-2,multiple-choice,Luca geht es …,nicht sehr schlecht,sehr schlecht,,,A1,health,098
netzwerk-a1-kursbuch,,Übung 16a,16a-3,multiple-choice,Luca …,bleibt auf dem Sofa,steht auf und geht zu seinen Freunden,,,A1,health,098
netzwerk-a1-kursbuch,,Übung 16a,16a-4,multiple-choice,Luca …,versteht den Spaß,versteht den Spaß nicht,,,A1,health,098
netzwerk-a1-kursbuch,speaking,Übung 16b,16b,speaking-task,Arbeiten Sie zu viert. Verteilen Sie die Rollen und spielen Sie Szene 18–20.,,,,(open-ended),A1,health,098
netzwerk-a1-kursbuch,,Übung 1a,1a,matching,Möbel und Geräte. Wo steht was? Es gibt mehrere Möglichkeiten. Ordnen Sie zu und vergleichen Sie.,,,,,A1,home,100
netzwerk-a1-kursbuch,,Übung 1b,1b,short-answer,Sie ziehen in die Wohnung oben. Was brauchen Sie noch? Arbeiten Sie zu zweit und ergänzen Sie.,,,,(open-ended),A1,home,100
netzwerk-a1-kursbuch,listening,Übung 2a,2a-1,fill-in,"Lieblingsorte. Wo sind die Leute besonders gern in ihrer Wohnung? Hören Sie und notieren Sie. – Eva Neumann, Journalistin",,,,Arbeitszimmer,A1,home,101
netzwerk-a1-kursbuch,listening,Übung 2a,2a-2,fill-in,"Jan Petersen, Lehrer",,,,,A1,home,101
netzwerk-a1-kursbuch,listening,Übung 2a,2a-3,fill-in,"Maike Barnes, Studentin",,,,,A1,home,101
netzwerk-a1-kursbuch,listening,Übung 2a,2a-4,fill-in,"Leo Babel, Informatiker",,,,,A1,home,101
netzwerk-a1-kursbuch,speaking,Übung 2b,2b,speaking-task,Was ist Ihr Lieblingszimmer? Was machen Sie dort gern? Erzählen Sie.,,,,(open-ended),A1,home,101
netzwerk-a1-kursbuch,reading,Übung 3a,3a,short-answer,Carla und Alex suchen eine Wohnung. Lesen Sie die Nachricht. Markieren Sie alle wichtigen Informationen über die Wohnung.,,,,,A1,home,102
netzwerk-a1-kursbuch,,Übung 3b,3b-1,fill-in,Ergänzen Sie den Zettel (Wir suchen eine Wohnung!). – Zimmer,,,,3,A1,home,102
netzwerk-a1-kursbuch,,Übung 3b,3b-2,fill-in,Größe,,,,ungefähr 80 qm,A1,home,102
netzwerk-a1-kursbuch,,Übung 3b,3b-3,fill-in,Miete maximal,,,,800 Euro,A1,home,102
netzwerk-a1-kursbuch,,Übung 3b,3b-4,fill-in,Ort,,,,im Zentrum,A1,home,102
netzwerk-a1-kursbuch,,Übung 3b,3b-5,fill-in,Wünsche,,,,"Balkon oder Terrasse, ruhig, hell",A1,home,102
netzwerk-a1-kursbuch,listening,Übung 3c,3c,short-answer,Carla und Alex lesen Wohnungsanzeigen. Hören Sie das Gespräch. Über welche Wohnung sprechen sie? Ist die Wohnung passend für sie? Warum (nicht)?,,,,,A1,home,102
netzwerk-a1-kursbuch,speaking,Übung 3d,3d,speaking-task,Lesen Sie die anderen Anzeigen noch einmal. Sprechen Sie über die Wohnungen. Welche Wohnung passt zu Carla und Alex?,,,,(open-ended),A1,home,102
netzwerk-a1-kursbuch,listening,Übung 4a,4a,fill-in,Alex und Carla haben eine neue Wohnung. Hören Sie das Gespräch. Was kommt wohin? Was möchte Alex? Was möchte Carla? Ergänzen Sie die Tabelle und berichten Sie.,,,,,A1,home,103
netzwerk-a1-kursbuch,speaking,Übung 4b,4b,speaking-task,Und Sie? In welche Zimmer stellen Sie die Dinge? Sprechen Sie zu zweit.,,,,(open-ended),A1,home,103
netzwerk-a1-kursbuch,reading,Übung 5a,5a,short-answer,Lesen Sie die Einladung. Welche Informationen fehlen?,,,,,A1,home,103
netzwerk-a1-kursbuch,listening,Übung 5b,5b,short-answer,Hören Sie das Gespräch. Notieren Sie die fehlenden Informationen.,,,,,A1,home,103
netzwerk-a1-kursbuch,writing,Übung 5c,5c,writing-task,Schreiben Sie eine Antwort (auf die Einladung von Carla und Alex).,,,,(open-ended),A1,home,103
netzwerk-a1-kursbuch,speaking,Übung 6a,6a,speaking-task,Die Einweihungsfeier. Sehen Sie das Bild an. Was ist wo?,,,,(open-ended),A1,home,104
netzwerk-a1-kursbuch,speaking,Übung 6b,6b,speaking-task,Wo genau sind die Dinge? Erzählen Sie.,,,,(open-ended),A1,home,104
netzwerk-a1-kursbuch,speaking,Übung 6c,6c,speaking-task,Wo sind die Möbel und Dinge in Ihrem Kursraum oder in Ihrer Wohnung? Sprechen Sie zu dritt.,,,,(open-ended),A1,home,104
netzwerk-a1-kursbuch,listening,Übung 7a,7a-1,matching,Hören Sie das Gespräch. Wer sagt was? – Das Wohnzimmer ist ja super.,Carla,Vanessa,,Vanessa,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-2,matching,"Die Lampe ist doch toll, sie ist nicht langweilig.",Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-3,matching,"Sie ist nicht langweilig, aber hässlich.",Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-4,matching,Das Bild über dem Fernseher sieht schön aus.,Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-5,matching,Ich mag es nicht besonders.,Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-6,matching,Die Terrasse ist wirklich super.,Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-7,matching,Der Tisch hier ist nicht mehr schön.,Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-8,matching,Die Terrasse ist ganz toll.,Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 7a,7a-9,matching,Ich finde die Wohnung echt gemütlich!,Carla,Vanessa,,,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-1,multiple-choice,"Welche Äußerung ist positiv, welche negativ? Notieren Sie 🙂 oder 🙁. – Das Wohnzimmer ist ja super.",positiv 🙂,negativ 🙁,,positiv 🙂,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-2,multiple-choice,"Die Lampe ist doch toll, sie ist nicht langweilig.",positiv 🙂,negativ 🙁,,positiv 🙂,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-3,multiple-choice,"Sie ist nicht langweilig, aber hässlich.",positiv 🙂,negativ 🙁,,negativ 🙁,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-4,multiple-choice,Das Bild über dem Fernseher sieht schön aus.,positiv 🙂,negativ 🙁,,positiv 🙂,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-5,multiple-choice,Ich mag es nicht besonders.,positiv 🙂,negativ 🙁,,negativ 🙁,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-6,multiple-choice,Die Terrasse ist wirklich super.,positiv 🙂,negativ 🙁,,positiv 🙂,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-7,multiple-choice,Der Tisch hier ist nicht mehr schön.,positiv 🙂,negativ 🙁,,negativ 🙁,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-8,multiple-choice,Die Terrasse ist ganz toll.,positiv 🙂,negativ 🙁,,positiv 🙂,A1,home,105
netzwerk-a1-kursbuch,,Übung 7b,7b-9,multiple-choice,Ich finde die Wohnung echt gemütlich!,positiv 🙂,negativ 🙁,,positiv 🙂,A1,home,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-1,multiple-choice,Langes e̲ oder kurzes ẹ? Welches e hören Sie? Kreuzen Sie an. – gemütlich,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-10,multiple-choice,reden,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-11,multiple-choice,Zentrum,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-12,multiple-choice,Bett,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-2,multiple-choice,mehr,e̲ (lang),ẹ (kurz),,e̲ (lang),A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-3,multiple-choice,hell,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-4,multiple-choice,sehr,e̲ (lang),ẹ (kurz),,e̲ (lang),A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-5,multiple-choice,Teppich,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-6,multiple-choice,Regal,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-7,multiple-choice,Idee,e̲ (lang),ẹ (kurz),,e̲ (lang),A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-8,multiple-choice,neben,e̲ (lang),ẹ (kurz),,,A1,none,105
netzwerk-a1-kursbuch,listening,Übung 8a,8a-9,multiple-choice,steht,e̲ (lang),ẹ (kurz),,e̲ (lang),A1,none,105
netzwerk-a1-kursbuch,,Übung 8b,8b-1,multiple-choice,Wie ist die Regel? Kreuzen Sie an. – eh oder ee spricht man …,immer lang,immer kurz,lang oder kurz,immer lang,A1,none,105
netzwerk-a1-kursbuch,,Übung 8b,8b-2,multiple-choice,e allein spricht man …,immer lang,immer kurz,lang oder kurz,lang oder kurz,A1,none,105
netzwerk-a1-kursbuch,speaking,Übung 8c,8c,speaking-task,Hören Sie und sprechen Sie nach.,,,,(open-ended),A1,none,105
netzwerk-a1-kursbuch,,Übung 9a,9a,matching,"Farben. Sehen Sie die Möbel und Geräte an. Verbinden Sie sie mit den Farben (schwarz, braun, grau, rot, orange, gelb, blau, grün, lila, weiß).",,,,,A1,home,105
netzwerk-a1-kursbuch,speaking,Übung 9b,9b,speaking-task,Wie heißen die Farben in Ihrer Sprache? Vergleichen Sie.,,,,(open-ended),A1,home,105
netzwerk-a1-kursbuch,speaking,Übung 9c,9c,speaking-task,Suchen Sie Fotos von Wohnungen oder Zimmern. Was finden Sie schön? Erzählen Sie.,,,,(open-ended),A1,home,105
netzwerk-a1-kursbuch,,Übung 10a,10a-1,matching,Sehen Sie die Fotos an und ordnen Sie die Überschriften zu. – Im Hochhaus zu Hause – ich sehe die ganze Stadt,,,,B,A1,home,106
netzwerk-a1-kursbuch,,Übung 10a,10a-2,matching,"Cool – wohnen im Loft, alles in einem Raum",,,,E,A1,home,106
netzwerk-a1-kursbuch,,Übung 10a,10a-3,matching,Hallo Herr Nachbar! – Wohnen im Reihenhaus mit Garten,,,,D,A1,home,106
netzwerk-a1-kursbuch,,Übung 10a,10a-4,matching,Altbauwohnung in der Stadt – Treppen aus Holz und hohe Decken,,,,A,A1,home,106
netzwerk-a1-kursbuch,,Übung 10a,10a-5,matching,Fachwerkhaus – alles klein: Zimmer und Fenster,,,,C,A1,home,106
netzwerk-a1-kursbuch,listening,Übung 10b,10b,short-answer,Hören Sie die Bewohner. Machen Sie Notizen zu den Wohnungen und Häusern: Was sind die Vorteile? Was sind die Nachteile?,,,,,A1,home,107
netzwerk-a1-kursbuch,speaking,Übung 10c,10c,speaking-task,Vergleichen Sie Ihre Notizen. Welche Wohnform finden Sie gut? Warum?,,,,(open-ended),A1,home,107
netzwerk-a1-kursbuch,reading,Übung 11a,11a,short-answer,Lesen Sie die Texte. Was passt auch zu Ihrer Wohn-Situation? Markieren Sie.,,,,(open-ended),A1,home,107
netzwerk-a1-kursbuch,writing,Übung 11b,11b,writing-task,Notieren Sie Ihre Textbausteine.,,,,(open-ended),A1,home,107
netzwerk-a1-kursbuch,writing,Übung 11c,11c,writing-task,Schreiben Sie einen kurzen Text über Ihre Wohnung oder eine Fantasie-Wohnung.,,,,(open-ended),A1,home,107
netzwerk-a1-kursbuch,speaking,Übung 12,12,speaking-task,"Wie wohnt man bei Ihnen? Was ist typisch, was ist besonders? Recherchieren Sie Fotos und erzählen Sie.",,,,(open-ended),A1,home,107
netzwerk-a1-kursbuch,listening,Übung 13a,13a,multiple-choice,"Unsere Wohnung. Sehen Sie Szene 21. Welche Zimmer zeigt Anna ihrer Freundin? Kreuzen Sie an (Zimmer von Luca, Flur, Zimmer von Bea, Bad, Küche, Zimmer von Max, Zimmer von Anna, Wohnzimmer, Esszimmer).",,,,,A1,home,108
netzwerk-a1-kursbuch,,Übung 13b,13b,short-answer,Sehen Sie Szene 21 noch einmal. Wie findet Annas Freundin die Zimmer?,,,,,A1,home,108
netzwerk-a1-kursbuch,speaking,Übung 13c,13c,speaking-task,Wie finden Sie die Wohnung?,,,,(open-ended),A1,home,108
netzwerk-a1-kursbuch,speaking,Übung 14a,14a,speaking-task,Ich habe eine Idee. Was machen Anna und ihre Freundin? Sehen Sie Szene 22 und beschreiben Sie.,,,,(open-ended),A1,home,108
netzwerk-a1-kursbuch,,Übung 14b,14b,short-answer,Hat Luca recht? Sehen Sie Szene 22 noch einmal. Was ist neu?,,,,,A1,home,108
netzwerk-a1-kursbuch,speaking,Übung 14c,14c,speaking-task,Besuch von Freunden. Was machen Sie? Erzählen Sie.,,,,(open-ended),A1,home,108
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 1,speaking-task,Was machen Sie am Computer? Nennen Sie drei Aktivitäten.,,,,(open-ended),A1,communication,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 10,speaking-task,Sie sind beim Arzt und haben Kopfschmerzen und Fieber. Was sagen Sie?,,,,(open-ended),A1,health,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 15,speaking-task,"Sie suchen ein Zimmer und sehen diese Anzeige (Zimmer in WG frei!, Tel. 0161 – 723345). Stellen Sie drei Fragen.",,,,(open-ended),A1,home,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 16,speaking-task,"Was macht Tom? (Bank, rennende Person, Schalter)",,,,(open-ended),A1,city-places,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 17,speaking-task,Sie haben eine Besprechung. Fragen Sie: – Wann? – Wo? – Wie lange?,,,,(open-ended),A1,profession,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 2,speaking-task,Aua! Was tut weh?,,,,(open-ended),A1,health,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 22,speaking-task,Wie lernen Sie Deutsch? Was machen Sie? Nennen Sie drei Aktivitäten.,,,,(open-ended),A1,school,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 23,speaking-task,"Tina ist krank. Was darf sie nicht machen, was muss sie machen?",,,,(open-ended),A1,health,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 24,speaking-task,"Wie heißen die Möbel? Nennen Sie die Wörter mit Artikel. (Tisch, Stehlampe, Stuhl)",,,,(open-ended),A1,home,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 29,speaking-task,Ihr Freund / Ihre Freundin ist krank. Er/Sie hat Bauchschmerzen. Geben Sie drei Tipps.,,,,(open-ended),A1,health,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 3,speaking-task,Sie trinken mit Ihren Kolleginnen und Kollegen Kaffee. Stellen Sie zwei Fragen.,,,,(open-ended),A1,profession,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 30,speaking-task,Sie bekommen eine Einladung: Geburtstagfest von Christine am 15. Mai. Welche Informationen brauchen Sie noch? Stellen Sie zwei Fragen.,,,,(open-ended),A1,communication,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 31,short-answer,Anrede und Gruß im Brief. Nennen Sie je zwei Möglichkeiten.,,,,(open-ended),A1,communication,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 8,short-answer,Nennen Sie das Gegenteil. – ruhig – dunkel – günstig,,,,laut; hell; teuer,A1,home,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 9,speaking-task,Langes oder kurzes e? Sprechen Sie. – du stehst – die Person – schnell – der Weg – der Termin – leer,,,,(open-ended),A1,none,110
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 11,fill-in,Ergänzen Sie. Frau Schneider … – ist … (in – das Büro). – geht … (zu – die Bank). – ist … (bei – die Chefin).,,,,ist im Büro; geht zur Bank; ist bei der Chefin,A1,profession,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 12,speaking-task,Nennen Sie fünf Zimmer in einer Wohnung.,,,,(open-ended),A1,home,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 13,speaking-task,st oder scht? Sprechen Sie. – der Stuhl – das Obst – der Samstag – das Fest – die Straße,,,,(open-ended),A1,none,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 14,speaking-task,Wo ist das bei Ihnen? – der Herd – das Bett – die Waschmaschine – der Fernseher,,,,(open-ended),A1,home,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 18,fill-in,Wohin kommt das? [Sofa] → … Wohnzimmer. [Regal] → … Flur. [Geschirrspüler] → … Küche.,,,,ins Wohnzimmer; in den Flur; in die Küche,A1,home,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 19,speaking-task,Laura im Praktikum. Was macht sie? Verbinden Sie mit und und oder. – früh aufstehen + ins Büro fahren – am Computer arbeiten / in Besprechungen sein,,,,(open-ended),A1,profession,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 20,speaking-task,"Wie heißen die Farben? (blau, rot, grau, schwarz, dunkelrot, grün)",,,,(open-ended),A1,none,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 21,speaking-task,"Sie möchten einen Text schreiben und ausdrucken. Was machen Sie zuerst, was dann?",,,,(open-ended),A1,communication,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 25,speaking-task,Ihnen gefällt etwas sehr gut. Was können Sie sagen? Nennen Sie drei Möglichkeiten.,,,,(open-ended),A1,home,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 26,speaking-task,"Wörter mit p, t, k oder b, d, g. Sprechen Sie: – Bauch – Patient – Tablette – dann – krank – gehen",,,,(open-ended),A1,none,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 27,speaking-task,Woher kommt Herr Schneider? – das Büro – der Chef – die Kantine,,,,(open-ended),A1,profession,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 28,speaking-task,Was gibt es im Wohnzimmer? Nennen Sie fünf Dinge.,,,,(open-ended),A1,home,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 32,speaking-task,Beschreiben Sie Ihren Lieblingsort. Wann sind Sie dort? Was machen Sie dort gern?,,,,(open-ended),A1,city-places,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 33,speaking-task,Was hat der Arzt gesagt? – viel Tee trinken – den Arm wenig bewegen – viel schlafen,,,,(open-ended),A1,health,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 34,speaking-task,Einladung. Sie haben eine Einladung zu einem Abendessen bei Freunden. Fragen Sie: – Wann? – Was mitbringen?,,,,(open-ended),A1,communication,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 35,speaking-task,Formulieren Sie drei Aufforderungen für den Kurs.,,,,(open-ended),A1,school,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 4,speaking-task,Formulieren Sie Aufforderungen wie ein Fitness-Trainer. – aufstehen – mitmachen – aktiv sein – Wasser trinken,,,,(open-ended),A1,health,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 5,speaking-task,Wie finden Sie die Möbel? – der Schrank – das Sofa und der Sessel – das Regal – die Stühle,,,,(open-ended),A1,home,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 6,speaking-task,Mit wem machen Sie das? – sprechen (Partner) – arbeiten (zwei Kollegen) – lernen (Freundin) – telefonieren (Kundin),,,,(open-ended),A1,communication,111
netzwerk-a1-kursbuch,speaking,Übung 1 (Wiederholungsspiel),Feld 7,speaking-task,Wie heißen die Gebäude? Nennen Sie auch den Artikel.,,,,(open-ended),A1,home,111
netzwerk-a1-kursbuch,,Übung 2a,2a,fill-in,"Was machen Sie? Wie oft? Kreuzen Sie an (täglich / … x pro Woche / manchmal / nie): zu Fuß gehen, die Treppe nehmen, joggen, im Fitness-Studio trainieren, Fahrrad fahren, mit anderen spielen.",,,,(open-ended),A1,health,112
netzwerk-a1-kursbuch,speaking,Übung 2b,2b,speaking-task,"Fragen Sie Ihren Partner / Ihre Partnerin. Notieren Sie die Antwort. (Wie oft gehst du zu Fuß, 30 Minuten oder mehr?)",,,,(open-ended),A1,health,112
netzwerk-a1-kursbuch,speaking,Übung 2c,2c,speaking-task,Welche anderen Aktivitäten gibt es in Ihrem Kurs? Sammeln Sie.,,,,(open-ended),A1,health,112
netzwerk-a1-kursbuch,writing,Übung 3,3,writing-task,Sie können nicht zum Kurs kommen. Schreiben Sie eine Nachricht an einen Freund / eine Freundin aus dem Kurs.,,,,(open-ended),A1,health,112
netzwerk-a1-kursbuch,listening,Übung 4a,4a-1,fill-in,"Freundlich (f) oder unfreundlich (u)? Notieren Sie: Stell den Fernseher ins Schlafzimmer, bitte.",,,,f,A1,home,113
netzwerk-a1-kursbuch,listening,Übung 4a,4a-2,fill-in,"Freundlich (f) oder unfreundlich (u)? Notieren Sie: Bringt den Herd in die Küche, bitte.",,,,,A1,home,113
netzwerk-a1-kursbuch,listening,Übung 4a,4a-3,fill-in,Freundlich (f) oder unfreundlich (u)? Notieren Sie: Bring die Lampe bitte ins Arbeitszimmer.,,,,,A1,home,113
netzwerk-a1-kursbuch,listening,Übung 4a,4a-4,fill-in,Freundlich (f) oder unfreundlich (u)? Notieren Sie: Bitte stellt das Regal in den Flur.,,,,,A1,home,113
netzwerk-a1-kursbuch,listening,Übung 4a,4a-5,fill-in,Freundlich (f) oder unfreundlich (u)? Notieren Sie: Stellt den Sessel ins Wohnzimmer.,,,,,A1,home,113
netzwerk-a1-kursbuch,listening,Übung 4a,4a-6,fill-in,Freundlich (f) oder unfreundlich (u)? Notieren Sie: Bitte bring den Teppich ins Schlafzimmer.,,,,,A1,home,113
netzwerk-a1-kursbuch,speaking,Übung 4b,4b,speaking-task,Freundlich oder unfreundlich? Sprechen Sie die Sätze aus 4a. Ihr Partner / Ihre Partnerin rät.,,,,(open-ended),A1,home,113
netzwerk-a1-kursbuch,vocabulary,Übung 5a,5a,short-answer,Arbeiten Sie zu zweit. Jede/r wählt ein Bild. Was sehen Sie? Notieren Sie neun Wörter mit Artikel und Plural.,,,,(open-ended),A1,home,113
netzwerk-a1-kursbuch,speaking,Übung 5b,5b,speaking-task,Was gibt es auf Ihrem Bild? Berichten Sie. Ihr Partner / Ihre Partnerin notiert die Wörter mit Artikel und Plural.,,,,(open-ended),A1,home,113
netzwerk-a1-kursbuch,speaking,Übung 6,6,speaking-task,Arbeiten Sie in Gruppen. Eine Person nennt ein Wort. Machen Sie damit eine Wörtertreppe wie im Beispiel (kochen → Name → E-Mail → Land → Donnerstag → gern).,,,,(open-ended),A1,none,113
